,df1,df2,df3,df4,df5,df6,df7
2284,0.008,-0.1089999999999999,-0.164,0.625,0.0799999999999999,-0.164,0.0
2285,0.609,0.125,0.0469999999999999,0.0469999999999999,-0.149,-0.172,0.609
2286,-0.68,-0.5,-0.844,-0.859,-0.5,-0.781,-0.844
2287,0.609,0.609,-0.141,0.0929999999999999,0.0929999999999999,0.609,0.609
2288,-0.0209999999999999,-0.0209999999999999,-0.1769999999999999,0.149,-0.0209999999999999,-0.0209999999999999,-0.0209999999999999
2289,-0.281,-0.1169999999999999,-0.281,-0.281,-0.281,-0.281,0.5
2290,0.1639999999999999,0.0859999999999999,-0.015,0.0859999999999999,0.0629999999999999,0.0629999999999999,-0.015
2291,-0.063,-0.164,-0.063,-0.024,-0.164,-0.164,0.405
2292,0.469,0.0629999999999999,0.0,0.844,0.0629999999999999,0.0629999999999999,0.0
2293,-0.196,0.0,-0.1019999999999999,-0.032,-0.133,-0.1019999999999999,0.0
2294,-0.296,0.0,-0.328,-0.468,0.438,-0.343,-0.4059999999999999
2295,0.0,-0.0469999999999999,0.286,-0.0309999999999999,-0.0469999999999999,-0.0469999999999999,0.5
2296,-0.68,0.0,-0.75,-0.439,0.0,-0.5,-0.68
2297,-0.243,-0.243,-0.409,-0.1099999999999999,-0.243,-0.243,-0.0939999999999999
2298,-0.1099999999999999,0.406,-0.382,-0.396,-0.1119999999999999,0.013,-0.2189999999999999
2299,-0.118,0.562,-0.0939999999999999,0.093,0.101,0.101,0.0
2300,0.844,0.844,0.2029999999999999,0.4379999999999999,0.844,0.844,0.844
2301,0.063,0.477,0.0,0.018,0.477,0.477,0.0
2302,0.516,-0.039,-0.1809999999999999,0.0,-0.039,-0.039,0.016
2303,0.383,0.32,0.016,0.36,0.36,0.274,0.016
2304,-0.199,0.1129999999999999,-0.199,0.582,-0.206,-0.206,-0.1059999999999999
2305,0.132,0.195,0.2340000000000001,0.195,0.031,0.093,0.2340000000000001
2306,0.141,0.038,-0.1719999999999999,0.219,0.125,0.125,0.797
2307,-0.164,0.282,-0.265,-0.39,0.282,0.282,-0.265
2308,0.1089999999999999,0.789,0.039,0.414,0.172,0.039,0.039
2309,-0.367,-0.0739999999999999,-0.367,-0.1169999999999999,-0.258,0.0,-0.43
2310,0.559,0.559,0.09,0.082,0.559,-0.003,0.559
2311,-0.164,0.516,-0.265,-0.1089999999999999,0.516,0.516,-0.265
2312,0.641,-0.125,0.235,0.125,-0.125,-0.125,0.641
2313,0.077,0.077,-0.2029999999999999,0.077,0.077,0.077,-0.2029999999999999
2314,-0.089,-0.237,-0.159,-0.05,0.1849999999999999,0.1849999999999999,-0.159
2315,-0.039,-0.125,-0.2179999999999999,0.157,-0.125,-0.125,-0.2179999999999999
2316,0.0199999999999999,0.124,0.0199999999999999,-0.05,0.124,0.0829999999999999,0.0199999999999999
2317,0.133,-0.0779999999999999,-0.031,-0.0779999999999999,0.023,-0.039,-0.016
2318,-0.258,-0.144,-0.258,-0.0939999999999999,0.007,0.039,-0.258
2319,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2320,0.414,-0.32,-0.32,0.414,0.414,0.414,-0.32
2321,0.453,-0.336,-0.188,-0.227,-0.336,-0.336,0.453
2322,0.906,-0.006,0.062,0.133,0.218,0.218,0.218
2323,0.0709999999999999,0.0639999999999999,0.0709999999999999,0.0709999999999999,0.0,0.0709999999999999,0.0709999999999999
2324,0.0,0.0,-0.719,0.0,0.0,0.0,-0.547
2325,0.516,-0.132,-0.272,-0.164,-0.132,0.0,0.516
2326,0.1479999999999999,0.0619999999999999,0.344,0.0469999999999999,0.0619999999999999,0.0619999999999999,0.828
2327,-0.368,0.0,-0.515,0.0,0.0,0.0,-0.515
2328,0.249,0.281,-0.165,-0.165,0.281,0.281,-0.165
2329,0.179,0.046,0.187,-0.0859999999999999,0.562,0.265,0.562
2330,0.132,0.015,0.14,0.687,0.132,0.132,0.294
2331,0.0699999999999999,0.266,0.129,0.516,0.414,0.0699999999999999,0.129
2332,-0.219,-0.219,-0.0549999999999999,-0.1639999999999999,-0.219,-0.219,0.461
2333,0.0,0.0,-0.75,-0.641,0.0,0.0,-0.484
